tif_name,tif_year,tif_number,property_tax_extraction,expenses,transfers_in,transfers_out,distribution,fund_balance_end
51st/Archer,2002,97,0,0,0,0,0,0
63rd/Pulaski,2002,98,474741,9043,0,0,0,517377
Archer/Central,2002,99,178571,2961,0,0,0,175853
Ohio/Wabash,2002,100,74854,2244,0,-27998,0,143408
Jefferson/Roosevelt,2002,101,622979,15517,0,0,0,1131953
Montclare,2002,102,0,0,0,0,0,0
Lake Calumet Area Industrial,2002,103,783568,14140,0,0,0,770583
River West,2002,104,439748,7864,0,0,0,432518
53rd Street,2002,105,162705,2942,0,0,0,159997
Englewood Neighborhood,2002,106,280422,4178,0,0,0,276606
Division/Homan,2002,107,0,0,0,0,0,0
Humboldt Park Commercial,2002,108,629537,3573,0,0,0,626328
Lawrence/Broadway,2002,109,413398,7266,0,0,0,406733
Wilson Yard,2002,110,1662526,28389,0,0,0,1636337
105th/Vincennes,2002,111,0,0,0,0,0,0
79th Street/Southwest Highway,2002,112,0,0,0,0,0,0
Roseland/Michigan,2002,113,0,0,0,0,0,0
119th and Halsted,2002,114,0,0,0,0,0,0
Chicago/Central Park,2002,115,0,0,0,0,0,0
Lawrence/Pulaski,2002,116,0,0,0,0,0,0
47th/Ashland,2002,117,0,0,0,0,0,0
47th/King Drive,2002,118,0,0,0,0,0,0
Lakefront,2002,119,0,0,0,0,0,0
47th/Halsted,2002,121,0,0,0,0,0,0
Drexel Boulevard,2002,122,0,0,0,0,0,0
67th/Cicero,2002,124,0,0,0,0,0,0
119th/I-57,2002,125,0,0,0,0,0,0
Madden/Wells,2002,126,0,0,0,0,0,0
87th/Cottage Grove,2002,127,0,0,0,0,0,0
Commercial Avenue,2002,128,0,0,0,0,0,0
35th/Halsted,2003,1,998048,451631,0,0,0,1909140
41st/King,2003,2,139768,77003,0,0,0,132901
43rd/Damen,2003,3,108604,7839,0,0,0,124341
49th Street/St. Lawrence Avenue,2003,4,193942,116119,0,0,0,227505
60th and Western,2003,5,598855,14495,0,0,0,1324462
72nd and Cicero,2003,6,196048,8194,0,0,0,371424
73rd and Kedzie,2003,7,97999,6964,0,0,0,433131
95th Street and Stony Island,2003,8,852229,670955,0,0,0,1435958
95th and Western,2003,9,444756,351991,0,0,0,1814970
126th and Torrence,2003,10,0,0,0,0,0,0
Addison Corridor North,2003,11,1064962,237456,0,0,0,1638609
Bloomingdale/Laramie,2003,12,0,0,0,0,0,0
Bryn Mawr/Broadway,2003,13,531534,408973,270986,0,0,1871223
Central Loop,2003,14,63495185,91444871,0,0,0,241496723
Chatham-Ridge,2003,15,1999824,4554100,0,0,0,26934773
Division-Hooker,2003,17,241795,333662,0,0,0,247301
Division/North Branch,2003,18,214644,311071,0,0,0,409103
Eastman/North Branch,2003,19,125867,6136,0,0,0,109392
Edgewater,2003,20,216025,8657,0,-270986,0,1268467
Englewood Mall,2003,21,281481,8968,0,0,0,2402998
Fullteron/Normandy,2003,22,612314,14610,0,0,0,2512846
Goose Island,2003,23,2316674,2029802,0,0,0,4414198
Homan-Arthington,2003,24,450520,13817,0,0,0,1881406
Homan/Grand Trunk,2003,25,215041,7735,0,0,0,1002901
Howard-Paulina,2003,26,1531033,29417,0,0,0,5690884
Irving/Cicero,2003,27,418284,442279,0,0,0,694787
Lincoln-Belmont-Ashland,2003,28,1090558,994256,0,0,0,2061216
Michigan/Cermak,2003,29,199738,8467,0,0,0,1305309
Near North,2003,30,6951091,4401160,0,0,0,18487688
Near South,2003,31,23035533,11531763,0,0,0,54412396
Near West,2003,32,5782733,3965306,0,-5000000,0,18600453
North Branch (North),2003,33,2261010,127267,0,0,0,6852902
North Branch (South),2003,34,2964839,50854,0,0,0,7399399
North-Cicero,2003,35,737356,16532,0,0,0,947925
Read-Dunning,2003,36,2502895,768876,1811000,0,0,5110312
River South,2003,37,5715805,171875,0,0,0,15411927
Roosevelt/Cicero,2003,38,858472,217812,0,0,0,782245
Roosevelt/Canal,2003,39,1057171,810589,0,0,0,1069290
Roosevelt-Homan,2003,40,702445,170010,0,0,0,2942378
Ryan/Garfield,2003,41,429395,304798,0,0,0,3215972
Sanitary Drainage and Ship Canal,2003,42,695691,570097,0,0,0,1229499
Stockyards Annex,2003,43,1348698,251307,0,0,0,4964993
Stockyards Industrial Commercial,2003,44,2482581,1920284,0,-481259,0,8531055
Stockyards Southeast Quadrant Industrial,2003,45,1937739,2094752,481259,0,0,14025604
West Grand,2003,46,97860,225753,0,0,0,246767
West Ridge/Peterson,2003,47,18759,5240,0,0,0,2586871
Western/Ogden,2003,48,1861125,35606,0,0,0,2502175
89th and State,2003,49,417479,541475,0,0,0,462020
West Pullman Industrial Park Conservation Area,2003,50,0,0,0,0,0,0
26th/Kostner,2003,51,0,0,0,0,0,0
Kinzie Industrial Corridor,2003,52,7920337,6787956,0,0,0,11485515
Pilsen Industrial Corridor,2003,53,4088560,2842410,0,0,0,7331277
Stony Island Avenue Commercial and Burnside Industrial Corridors,2003,54,1288271,340084,0,0,0,4125757
43rd/Cottage Grove,2003,55,636767,233662,0,0,0,1234748
79th Street Corridor,2003,56,334491,694020,0,0,0,371024
Jefferson Park Business District,2003,57,237569,229298,0,0,0,762204
Portage Park,2003,58,987153,234333,0,0,0,2662420
Calumet Avenue/Cermak Road,2003,59,11698494,198929,0,0,0,12763180
71st/Stony Island,2003,60,1293290,296286,0,0,0,2055957
Bronzeville,2003,61,1236730,25641,0,0,0,1612888
Roosevelt/Racine,2003,62,0,0,0,0,0,0
Canal/Congress,2003,63,4777867,3864273,1000000,0,0,4648898
Northwest Industrial Corridor,2003,64,2205987,228842,0,0,0,4928077
Woodlawn,2003,65,790253,348041,0,0,0,544100
Archer Courts,2003,67,419992,287746,441840,0,0,736095
Roosevelt/Union,2003,68,0,0,0,0,0,0
Pulaski Corridor,2003,69,967072,406816,0,0,0,1841159
Galewood/Armitage Industrial,2003,71,623243,524558,0,0,0,994456
111th Street/Kedzie Avenue Business District,2003,73,187463,144055,0,0,0,343657
Clark Street and Ridge Avenue,2003,74,502245,433395,0,0,0,350245
Madison/Austin Corridor,2003,75,837012,362032,0,0,0,1602577
Devon/Western,2003,76,887760,17199,0,0,0,1453188
Lincoln Avenue,2003,77,1204707,46510,0,0,0,3134714
South Works Industrial,2003,78,64136,5219,0,0,0,175482
35th and Wallace,2003,79,22560,3242,0,0,0,114395
Addison/Kimball,2003,80,0,0,0,0,0,0
Belmont/Central,2003,81,801077,153178,0,0,0,1674863
Belmont/Cicero,2003,82,277384,8499,0,0,0,608848
West Irving Park,2003,83,345083,9880,0,0,0,2477460
Western Avenue North,2003,84,1119860,172046,0,0,0,3106018
Western Avenue South,2003,85,1448997,527102,0,0,0,4434836
Central West,2003,86,3078522,75218,5000000,0,0,12707932
Fullerton/Milwaukee,2003,87,1666222,297739,0,0,0,3950524
Lawrence/Kedzie,2003,88,2312068,662381,0,-400000,0,2707887
Midway Industrial Corridor,2003,89,348404,9536,0,0,0,657151
Peterson/Cicero,2003,90,0,0,0,0,0,0
Peterson/Pulaski,2003,91,446575,69934,0,0,0,891998
Greater Southwest Industrial Corridor (West),2003,92,1572599,24415,0,0,0,2779947
South Chicago,2003,93,454498,207705,0,0,0,856669
Chicago/Kingsbury,2003,94,2842894,421787,0,0,0,3208193
Midwest,2003,95,3216824,559963,0,0,0,8550969
Cicero/Archer,2003,96,256743,8270,0,0,0,486305
51st/Archer,2003,97,168496,5357,0,0,0,263016
63rd/Pulaski,2003,98,724188,377998,0,0,0,867393
Archer/Central,2003,99,261432,8243,0,0,0,430352
Ohio/Wabash,2003,100,525572,12914,0,0,0,657514
Jefferson/Roosevelt,2003,101,859433,30423,0,-1000000,0,966397
Montclare,2003,102,292732,7731,0,0,0,364663
Lake Calumet Area Industrial,2003,103,881151,619152,0,0,0,1036937
River West,2003,104,734561,14029,0,0,0,1600412
53rd Street,2003,105,224392,7951,0,0,0,377509
Englewood Neighborhood,2003,106,1030922,20906,0,0,0,1290139
Division/Homan,2003,107,200441,6175,0,0,0,225903
Humboldt Park Commercial,2003,108,591571,208261,0,0,0,1754285
Lawrence/Broadway,2003,109,627221,97633,0,0,0,938949
Wilson Yard,2003,110,1836988,43369,0,0,0,3440691
105th/Vincennes,2003,111,0,0,0,0,0,0
79th Street/Southwest Highway,2003,112,342826,1548,0,0,0,341381
Roseland/Michigan,2003,113,0,0,0,0,0,0
119th and Halsted,2003,114,0,0,0,0,0,0
Chicago/Central Park,2003,115,438317,6038,0,0,0,432863
Lawrence/Pulaski,2003,116,294919,3251,400000,0,0,692151
47th/Ashland,2003,117,432051,5724,0,0,0,426772
47th/King Drive,2003,118,295526,3646,0,0,0,292167
Lakefront,2003,119,0,0,0,0,0,0
47th/Halsted,2003,121,234832,2824,0,0,0,232259
Drexel Boulevard,2003,122,0,0,0,0,0,0
67th/Cicero,2003,124,0,0,0,0,0,0
119th/I-57,2003,125,0,0,0,0,0,0
Madden/Wells,2003,126,0,0,0,0,0,0
87th/Cottage Grove,2003,127,0,0,0,0,0,0
Commercial Avenue,2003,128,167480,2149,0,0,0,165509
35th/Halsted,2004,1,1217624,306654,0,0,0,2845462
41st/King,2004,2,147647,108960,0,0,0,172345
43rd/Damen,2004,3,147104,7226,0,0,0,265067
49th Street/St. Lawrence Avenue,2004,4,201869,115181,0,0,0,315322
60th and Western,2004,5,348300,11004,0,0,0,1667667
72nd and Cicero,2004,6,229352,8524,0,0,0,594235
73rd and Kedzie,2004,7,61086,5774,0,0,0,492392
95th Street and Stony Island,2004,8,914224,734683,0,0,0,1639163
95th and Western,2004,9,683301,348838,0,0,0,2157745
126th and Torrence,2004,10,331863,8086,0,0,0,349496
Addison Corridor North,2004,11,1200456,79268,0,0,0,2768243
Bloomingdale/Laramie,2004,12,0,0,0,0,0,0
Bryn Mawr/Broadway,2004,13,850064,484541,379717,0,0,2630141
Central Loop,2004,14,72472186,115069037,0,0,0,202013096
Chatham-Ridge,2004,15,1566238,9420381,0,0,0,21123418
Chinatown Basin,2004,16,1649261,682777,0,0,0,5224408
Division-Hooker,2004,17,220845,7610,0,0,0,462056
Division/North Branch,2004,18,178849,310286,0,0,0,330999
Eastman/North Branch,2004,19,155097,6505,0,0,0,258648
Edgewater,2004,20,311460,9866,0,-379717,0,1296090
Englewood Mall,2004,21,614512,15533,0,0,0,3018376
Goose Island,2004,23,2752796,2294447,0,0,0,7787573
Homan-Arthington,2004,24,576733,101790,0,0,0,2369667
Homan/Grand Trunk,2004,25,202472,7174,0,0,0,1202609
Howard-Paulina,2004,26,1416466,77253,0,0,0,7077447
Irving/Cicero,2004,27,446709,509686,0,0,0,641367
Lincoln-Belmont-Ashland,2004,28,950373,1039166,0,0,0,1983297
Michigan/Cermak,2004,29,329872,8545,0,390000,0,1434831
Near North,2004,30,8741186,5242479,0,0,0,22108426
Near South,2004,31,24707926,11553737,0,-4175883,0,63989900
Near West,2004,32,7761529,598511,0,1421365,0,21202630
North Branch (North),2004,33,2304102,120914,0,-391607,0,8676479
North Branch (South),2004,34,3011710,2787644,0,-739324,0,6915448
North-Cicero,2004,35,999558,843241,0,0,0,1106810
Read-Dunning,2004,36,1976786,1376782,0,0,0,5751486
River South,2004,37,5612987,3138230,0,-4930000,0,13117175
Roosevelt/Cicero,2004,38,1205486,101216,0,0,0,1891708
Roosevelt/Canal,2004,39,1065067,994202,0,0,0,1144657
Roosevelt-Homan,2004,40,607448,702939,0,0,0,2876502
Ryan/Garfield,2004,41,129364,302115,0,0,0,3384944
Sanitary Drainage and Ship Canal,2004,42,593830,637020,0,0,0,1189298
Stockyards Annex,2004,43,1111089,627965,0,0,0,5469407
Stockyards Industrial Commercial,2004,44,1569330,844601,0,348762,0,-292910
Stockyards Southeast Quadrant Industrial,2004,45,1389224,2222558,348762,0,0,13601622
West Grand,2004,46,86354,195456,0,0,0,138096
West Ridge/Peterson,2004,47,79596,15472,0,0,0,2703551
Western/Ogden,2004,48,2160139,132803,0,0,0,4543539
89th and State,2004,49,221113,365145,0,0,0,320287
West Pullman Industrial Park Conservation Area,2004,50,0,0,0,0,0,0
26th/Kostner,2004,51,0,0,0,0,0,0
Kinzie Industrial Corridor,2004,52,9108394,1650012,0,-1104281,0,17899563
Pilsen Industrial Corridor,2004,53,5441873,18246830,0,0,0,44351056
Stony Island Avenue Commercial and Burnside Industrial Corridors,2004,54,1443844,317825,0,0,0,5271899
43rd/Cottage Grove,2004,55,848979,518417,0,0,0,1571303
79th Street Corridor,2004,56,330797,9669,0,0,0,694592
Jefferson Park Business District,2004,57,475685,366338,0,0,0,874753
Portage Park,2004,58,1561459,297038,0,0,0,3939363
Calumet Avenue/Cermak Road,2004,59,10446636,174619,0,0,0,23109608
71st/Stony Island,2004,60,1693852,30466,0,0,0,3730224
Bronzeville,2004,61,2394202,1076626,0,0,0,2940538
Roosevelt/Racine,2004,62,0,0,0,0,0,0
Canal/Congress,2004,63,10426375,440933,0,-642076,0,14025919
Northwest Industrial Corridor,2004,64,2887774,517108,0,0,0,7347854
Woodlawn,2004,65,1288192,25414,0,0,0,1811235
Greater Southwest Industrial Corridor (East),2004,66,529334,351090,0,0,0,647476
Archer Courts,2004,67,181111,245747,0,0,0,674445
Roosevelt/Union,2004,68,1612564,25191,0,0,0,1609156
Pulaski Corridor,2004,69,1839613,363247,0,0,0,3326699
Clark/Montrose,2004,70,1080225,270658,0,0,0,2400728
Galewood/Armitage Industrial,2004,71,904730,118132,0,0,0,1785992
24th/Michigan,2004,72,291497,5792371,5320000,0,0,737515
111th Street/Kedzie Avenue Business District,2004,73,306048,195481,0,0,0,455770
Clark Street and Ridge Avenue,2004,74,1235317,63762,0,0,0,1524768
Madison/Austin Corridor,2004,75,1047230,275355,0,0,0,2382341
Devon/Western,2004,76,1762034,31742,0,0,0,3191456
Lincoln Avenue,2004,77,1594731,1226327,0,0,0,3516780
South Works Industrial,2004,78,1563,4028,0,0,0,173715
35th and Wallace,2004,79,129937,5943,0,0,0,238959
Addison/Kimball,2004,80,134491,4900,0,0,0,166312
Belmont/Central,2004,81,1924246,235383,0,0,0,3372252
Belmont/Cicero,2004,82,833865,15872,0,0,0,1430084
West Irving Park,2004,83,771728,15427,0,0,0,3244122
Western Avenue North,2004,84,2350510,380724,0,0,0,5088614
Western Avenue South,2004,85,3326909,516082,0,0,0,7267759
Central West,2004,86,5331903,1396156,0,0,0,16699605
Fullerton/Milwaukee,2004,87,2795221,606036,0,-182892,0,5976741
Lawrence/Kedzie,2004,88,4394370,1324172,0,0,0,5791777
Midway Industrial Corridor,2004,89,729604,15041,0,0,0,1274787
Peterson/Cicero,2004,90,0,0,0,0,0,0
Peterson/Pulaski,2004,91,400545,119643,0,0,0,1177056
Greater Southwest Industrial Corridor (West),2004,92,211167,27806,0,0,0,2974886
South Chicago,2004,93,438246,235548,0,0,0,1063331
Chicago/Kingsbury,2004,94,4743215,471055,0,-392008,0,7106699
Midwest,2004,95,5255778,839311,0,0,0,13012237
Cicero/Archer,2004,96,543186,12434,0,0,0,1019825
51st/Archer,2004,97,404475,9513,0,0,0,659403
63rd/Pulaski,2004,98,1157729,123351,0,0,0,1906800
Archer/Central,2004,99,333963,9253,0,0,0,757300
Ohio/Wabash,2004,100,1046104,19342,0,0,0,1688559
Jefferson/Roosevelt,2004,101,1074727,22659,0,0,0,2024038
Montclare,2004,102,108465,365774,0,0,0,108412
Lake Calumet Area Industrial,2004,103,1505447,76606,0,0,0,2471926
River West,2004,104,1797025,31620,0,0,0,2773130
53rd Street,2004,105,457218,10848,0,0,0,825750
Englewood Neighborhood,2004,106,1989505,107406,0,0,0,3929854
Division/Homan,2004,107,533338,11715,0,0,0,748911
Humboldt Park Commercial,2004,108,1380586,661385,0,0,0,2482353
Lawrence/Broadway,2004,109,1354401,599742,0,0,0,1697434
Wilson Yard,2004,110,3610487,218372,0,0,0,6849374
105th/Vincennes,2004,111,0,0,0,0,0,0
79th Street/Southwest Highway,2004,112,367524,9355,0,0,0,472315
Roseland/Michigan,2004,113,171672,5203,0,0,0,173631
119th and Halsted,2004,114,418456,6271,0,0,0,521147
Chicago/Central Park,2004,115,1931119,44589,0,0,0,3073197
Lawrence/Pulaski,2004,116,1078781,13457,0,0,0,1760622
47th/Ashland,2004,117,1039881,19899,0,0,0,1450170
47th/King Drive,2004,118,2010067,33937,0,0,0,2271720
Lakefront,2004,119,0,0,0,0,0,0
45th/Western Industrial Park Conservation Area,2004,120,0,0,0,0,0,0
47th/Halsted,2004,121,1033498,19139,0,0,0,1249357
Drexel Boulevard,2004,122,0,0,0,0,0,0
Avalon Park/South Shore,2004,123,316733,7822,0,0,0,379982
67th/Cicero,2004,124,0,0,0,0,0,0
119th/I-57,2004,125,210800,5830,0,0,0,253756
Madden/Wells,2004,126,0,0,0,0,0,0
87th/Cottage Grove,2004,127,1661556,27138,0,0,0,1635801
Commercial Avenue,2004,128,799091,16317,0,0,0,949877
Diversey/Narragansett,2004,129,0,0,0,0,0,0
Edgewater/Ashland,2004,130,171287,2798,0,0,0,168632
35th/State,2004,131,272069,4443,0,0,0,267872
40th/State,2004,132,0,0,0,0,0,0
83rd/Stewart,2004,133,0,0,0,0,0,0
Devon/Sheridan,2004,134,0,0,0,0,0,0
Pratt/Ridge Industrial Park Conservation Area,2004,135,0,0,0,0,0,0
47th/State,2004,136,0,0,0,0,0,0
Lakeside/Clarendon,2004,137,0,0,0,0,0,0
69th/Ashland,2004,138,0,0,0,0,0,0
35th/Halsted,2005,1,1817566,635265,0,0,0,4130391
41st/King,2005,2,162848,91468,0,0,0,246619
43rd/Damen,2005,3,210560,6694,0,0,0,472985
49th Street/St. Lawrence Avenue,2005,4,229968,125769,0,0,0,424091
60th and Western,2005,5,316004,9168,0,0,0,1998190
72nd and Cicero,2005,6,255556,8347,0,0,0,850835
73rd and Kedzie,2005,7,0,4842,0,0,0,495577
95th Street and Stony Island,2005,8,1115690,732839,0,0,0,2107683
95th and Western,2005,9,632790,347831,0,0,0,2473894
126th and Torrence,2005,10,529468,11165,0,0,0,873729
Addison Corridor North,2005,11,1530164,59467,0,0,0,4282838
Bloomingdale/Laramie,2005,12,0,0,0,0,0,0
Bryn Mawr/Broadway,2005,13,727311,568018,223355,0,0,3062529
Central Loop,2005,14,89348830,107543597,0,0,0,202190201
Chatham-Ridge,2005,15,1614802,5179762,0,0,0,6049475
Chinatown Basin,2005,16,2306929,681579,0,-1793647,0,5176858
Division-Hooker,2005,17,227004,7180,0,0,0,689032
Division/North Branch,2005,18,200329,304875,0,0,0,472093
Eastman/North Branch,2005,19,165449,6333,0,0,0,422019
Edgewater,2005,20,156612,34162,0,-223355,0,1326859
Englewood Mall,2005,21,517286,11700,0,0,0,3637564
Goose Island,2005,23,2100994,2557895,0,0,0,7477027
Homan-Arthington,2005,24,325386,61090,0,0,0,2666821
Homan/Grand Trunk,2005,25,197370,6888,0,0,0,1409789
Howard-Paulina,2005,26,1777437,131619,0,0,0,8898957
Irving/Cicero,2005,27,519097,595259,90000,0,0,679676
Lincoln-Belmont-Ashland,2005,28,1098170,1000079,0,0,0,2133201
Michigan/Cermak,2005,29,381116,10466,0,-195000,0,1400840
Near North,2005,30,10701865,7157208,0,-1000000,0,25167745
Near South,2005,31,27281781,1507864,0,1560733,0,29942397
Near West,2005,32,8466387,1479934,0,0,0,30449847
North Branch (North),2005,33,2527977,162594,0,0,0,11171677
North Branch (South),2005,34,4440883,119505,0,0,0,11352674
North-Cicero,2005,35,1039162,893959,0,0,0,1263831
Read-Dunning,2005,36,2364639,2401160,0,0,0,5864395
River South,2005,37,7285971,5912435,0,-3315000,0,11531916
Roosevelt/Cicero,2005,38,1356943,83700,0,0,0,3197819
Roosevelt/Canal,2005,39,1151124,1109286,0,0,0,1197753
Roosevelt-Homan,2005,40,631252,248249,0,0,0,3368406
Ryan/Garfield,2005,41,275108,315647,0,0,0,3761150
Sanitary Drainage and Ship Canal,2005,42,687041,667584,0,0,0,1239727
Stockyards Annex,2005,43,1449409,226232,0,0,0,6771588
Stockyards Industrial Commercial,2005,44,2398880,867000,0,598857,0,791632
Stockyards Southeast Quadrant Industrial,2005,45,1579602,2357611,598857,0,0,13652290
West Grand,2005,46,93015,178343,0,0,0,98904
West Ridge/Peterson,2005,47,162241,13344,0,0,0,2924905
Western/Ogden,2005,48,2424013,221804,0,0,0,6817510
89th and State,2005,49,305625,217863,0,0,0,351572
West Pullman Industrial Park Conservation Area,2005,50,0,0,0,0,0,0
26th/Kostner,2005,51,0,0,0,0,0,0
Kinzie Industrial Corridor,2005,52,10450502,2057548,0,-1839470,0,24738992
Pilsen Industrial Corridor,2005,53,6772841,8265142,0,0,0,44013386
Stony Island Avenue Commercial and Burnside Industrial Corridors,2005,54,1547590,303927,0,-1939267,0,4654384
43rd/Cottage Grove,2005,55,1019839,275596,0,0,0,2340036
79th Street Corridor,2005,56,354175,8684,0,0,0,1051255
Jefferson Park Business District,2005,57,703442,105840,0,0,0,1315911
Portage Park,2005,58,1718492,1153118,0,-90000,0,4473030
Calumet Avenue/Cermak Road,2005,59,11298852,152182,0,3500000,0,41555234
71st/Stony Island,2005,60,1623987,78392,0,0,0,5333804
Bronzeville,2005,61,2711072,85298,0,0,0,5621766
Roosevelt/Racine,2005,62,80586,3693,0,0,0,128221
Canal/Congress,2005,63,15682695,7352289,0,0,0,22579701
Northwest Industrial Corridor,2005,64,2933550,328965,0,502601,0,12170208
Woodlawn,2005,65,1535860,25896,0,0,0,3352902
Greater Southwest Industrial Corridor (East),2005,66,486954,322182,0,0,0,820415
Archer Courts,2005,67,278093,114440,1793647,0,0,2652689
Roosevelt/Union,2005,68,3160864,44790,0,0,0,4763496
Pulaski Corridor,2005,69,2242449,309064,0,304927,0,5129273
Clark/Montrose,2005,70,1059686,315212,0,0,0,3183731
Galewood/Armitage Industrial,2005,71,1081554,168021,0,0,0,2727570
24th/Michigan,2005,72,409746,11042,0,0,0,1168128
111th Street/Kedzie Avenue Business District,2005,73,404452,43391,0,0,0,735793
Clark Street and Ridge Avenue,2005,74,1142308,26604,0,0,0,2667654
Madison/Austin Corridor,2005,75,916883,1517098,1108149,0,0,2928949
Devon/Western,2005,76,1901274,30202,0,0,0,5115209
Lincoln Avenue,2005,77,1745860,90277,0,0,0,6514568
South Works Industrial,2005,78,17716,4311,0,0,0,189415
35th and Wallace,2005,79,112767,5664,0,0,0,349808
Addison/Kimball,2005,80,463318,40421,0,0,0,622555
Belmont/Central,2005,81,2104520,111788,0,0,0,6450493
Belmont/Cicero,2005,82,901228,18050,0,0,0,2336509
West Irving Park,2005,83,786373,14835,0,0,0,4062538
Western Avenue North,2005,84,2659964,191246,0,0,0,7639220
Western Avenue South,2005,85,3586513,1375839,0,0,0,9592343
Central West,2005,86,7543627,1171927,0,0,0,23318165
Fullerton/Milwaukee,2005,87,3180936,1143376,0,0,0,8107844
Lawrence/Kedzie,2005,88,4508666,1886028,0,0,0,8512607
Midway Industrial Corridor,2005,89,951773,23892,0,0,0,2224135
Peterson/Cicero,2005,90,0,0,0,0,0,0
Peterson/Pulaski,2005,91,630655,209849,0,0,0,1614112
Greater Southwest Industrial Corridor (West),2005,92,609305,14075,0,0,0,3611652
South Chicago,2005,93,516728,233775,0,0,0,1361288
Chicago/Kingsbury,2005,94,6458316,4088245,0,0,0,9569800
Midwest,2005,95,6334373,2236644,0,-1108149,0,16209367
Cicero/Archer,2005,96,651694,17116,0,0,0,1671089
51st/Archer,2005,97,491251,11801,0,0,0,1149819
63rd/Pulaski,2005,98,1388625,21355,0,0,0,4351240
Archer/Central,2005,99,409746,11042,0,0,0,1168128
Ohio/Wabash,2005,100,1480029,2721478,0,0,0,1364323
Jefferson/Roosevelt,2005,101,1151080,253888,0,0,0,2954675
Montclare,2005,102,190341,181741,0,0,0,118690
Lake Calumet Area Industrial,2005,103,1197851,476326,0,0,0,3230304
River West,2005,104,5408089,83366,0,0,0,8156323
53rd Street,2005,105,455159,9964,0,0,0,1283962
Englewood Neighborhood,2005,106,2419624,1391811,0,0,0,5773599
Division/Homan,2005,107,614762,12405,0,0,0,1364779
Humboldt Park Commercial,2005,108,1394121,271517,0,0,0,3645404
Lawrence/Broadway,2005,109,1564167,1485082,0,0,0,1798765
Wilson Yard,2005,110,4682345,5607934,0,0,0,6012669
105th/Vincennes,2005,111,141074,4679,0,0,0,171253
Roseland/Michigan,2005,113,216395,6843,0,0,0,386662
119th and Halsted,2005,114,279345,7627,0,0,0,569451
Chicago/Central Park,2005,115,2420796,1801054,2646998,0,0,7143810
Lawrence/Pulaski,2005,116,535440,11912,0,0,0,1764884
47th/Ashland,2005,117,1226082,148517,0,0,0,2552811
47th/King Drive,2005,118,2960649,53160,0,0,0,5225769
